Name,Full Name,Korean Description,English Description,대분류,중분류,소분류
OPBO,Open Partner Back Office,"목적: OpenAPI 사용 제휴사를 위한 백오피스 시스템. API 사용량/통계 등 제공.
주요 기능:
- 제휴사 API 사용량/통계 대시보드
- 기타 백오피스 서비스
도메인: OpenAPI, 제휴사, 백오피스, 통계","Purpose: Back-office for OpenAPI partners; usage, statistics and other services.
Functions:
- Partner API usage/statistics dashboard
- Other back-office services
Domain: OpenAPI, partner, back-office, statistics",플랫폼,OpenAPI,OpenAPI 포탈
ORS,Overseas Remittance Service,"목적: 해외 송금 서비스.
주요 기능:
- 해외 송금 처리
도메인: 해외 송금, ORS","Purpose: Overseas remittance service.
Functions:
- Manage overseas remittance
Domain: overseas remittance, ORS",부가서비스,송금·기부·선물,해외 송금
PARTNER PORTAL,Partner Portal,"목적: 파트너(가맹점)가 거래/정산 내역 조회 및 상품 등록·관리하는 포탈.
주요 기능:
- 파트너 거래/정산 조회
- 상품 등록/관리
도메인: 파트너 포탈, 거래, 정산, 상품","Purpose: Portal where partners (merchants) inquire transactions/settlements and register/manage products.
Functions:
- Partner tx/settlement inquiry
- Product registration/management
Domain: partner portal, transaction, settlement, product",가맹점,가맹점 포탈,파트너 포탈
PCS,Prepaid Card Service,"목적: Wallet App향 선불카드 서비스 레이어. IAS/DCP/PCS/CS/CMS/CDM/KOD_ITN 정보를 조합해 카드 기준 정보 조회 및 라이프사이클 관리.
주요 기능:
- 유효기간/혜택/정책/웰컴카드 등 카드 기준 정보 조회
- 배송 관리, 재발급 신청, 다운로드, 삭제, 정지
도메인: 선불카드, Wallet, 라이프사이클, 카드 정보 조회
연계: IAS, DCP, CS, CMS, CDM, KOD_ITN","Purpose: Service layer for prepaid cards (Wallet App); aggregates info from IAS/DCP/PCS/CS/CMS/CDM/KOD_ITN to inquire and manage card lifecycle.
Functions:
- Inquire validity/benefits/policy/welcome-card info
- Manage delivery, reissue, download, delete, suspend
Domain: prepaid card, Wallet, lifecycle, card inquiry
Related: IAS, DCP, CS, CMS, CDM, KOD_ITN",카드,카드 조회,선불카드 서비스
PCSI,Prepaid Card Service Inquiry,"목적: 월렛 조회용 서비스 컴포넌트. 사용자 카드 목록·계정 요약·혜택·실적·환불·거래내역·포인트 사용내역·상점 사용가능 카드 등 조회 제공.
주요 기능:
- 사용자 발급 카드 목록 제공
- 계정 요약(카드/쿠폰/계좌 등)
- 누적 혜택/카드 실적 정보
- 환불 진행 정보
- 카드 거래내역, 포인트 사용내역
- 상점에서 사용가능한 카드 목록
도메인: 선불카드 조회, 월렛, 거래내역, 포인트, 상점
연계: IAS, DCP, PCS, CardSE, CMS, CS, KPS, KOD_ITN, RS, GS, KCPS","Purpose: Inquiry-side service for Wallet; collates info from many core components for card list, account summary, benefits, performance, refunds, tx and point histories.
Functions:
- Cards issued to user
- Account summary (cards/coupons/linked accounts)
- Cumulative benefits / card performance
- Refund progress info
- Card tx history, point usage history
- Cards usable in a given store
Domain: prepaid inquiry, Wallet, tx history, points, store
Related: IAS, DCP, PCS, CardSE, CMS, CS, KPS, KOD_ITN, RS, GS, KCPS",카드,카드 조회,선불카드 조회
PIS,Prepaid Card Inquiry Service,"목적: 선불카드 조회 서비스 컴포넌트(신규). PCSI와 동일 정보를 제공하는 신규 채널.
주요 기능:
- 사용자 발급 카드 목록 제공
- 계정 요약, 누적 혜택, 카드 실적
- 환불 진행 정보, 거래내역, 포인트 사용내역
- 상점에서 사용가능한 카드 목록
도메인: 선불카드 조회, 신규, 월렛, 거래내역
연계: IAS, DCP, PCS, CS, CMS, RMS, PCSI","Purpose: New prepaid-card inquiry service; serves the same kind of info as PCSI through a new channel.
Functions:
- Cards issued to user
- Account summary, cumulative benefits, performance
- Refund progress, tx and point histories
- Cards usable in a given store
Domain: prepaid inquiry, new, Wallet, tx history
Related: IAS, DCP, PCS, CS, CMS, RMS, PCSI",카드,카드 조회,선불카드 조회
PLATFORM PORTAL,Platform Portal,"목적: Partner 포탈 요청 상품·가맹점 검증/승인, 정산 정보, 코나 플랫폼 운영 기본 정보(ASP 약관/단말기/메시지 템플릿) 관리.
주요 기능:
- 상품/가맹점 검증·승인
- 정산 정보 관리
- ASP별 약관/단말기/메시지 템플릿 관리
도메인: 플랫폼 포탈, 검증, 승인, 정산, ASP
연계: Partner Portal","Purpose: Platform Portal manages verification/approval of products & merchants from Partner Portal, settlement info, and Kona platform base config (ASP terms, terminal, message templates).
Functions:
- Verify and approve products/merchants
- Manage settlement info
- Manage per-ASP terms / terminal / message templates
Domain: platform portal, verify, approve, settlement, ASP
Related: Partner Portal",운영,운영 포탈,플랫폼 포탈
PLD,Personal Identifiable Information Leak Detection,"목적: 개인 정보 유출 탐지 컴포넌트. ISMS-P 인증용 개인정보 유출 탐지 기능 담당.
주요 기능:
- 개인정보 유출 탐지
- ISMS-P 인증 대응
도메인: 개인정보, 유출 탐지, ISMS-P","Purpose: Personal-information leak-detection component; supports ISMS-P certification.
Functions:
- Detect personal-information leaks
- Support ISMS-P certification
Domain: PII, leak detection, ISMS-P",플랫폼,보안,개인정보 유출 탐지
PMP,Payable Merchant Portal,"목적: 경기지역화폐 사용가능 매장 검색 서비스.
주요 기능:
- 경기지역화폐 매장 검색
도메인: 지역화폐, 가맹점 검색, 경기","Purpose: Service to find stores that accept Gyeonggi local currency.
Functions:
- Search stores accepting Gyeonggi local currency
Domain: local currency, merchant search, Gyeonggi",가맹점,가맹점 관리,가맹점 검색
PMS,Pocket Money Management Service,"목적: 용돈 관리 서비스.
주요 기능:
- 용돈 관리 기능 제공
도메인: 용돈, 관리, PMS","Purpose: Pocket-money management service.
Functions:
- Provide pocket-money management
Domain: pocket money, management, PMS",부가서비스,송금·기부·선물,용돈
PP,Payment Processor,"목적: 코나카드의 충전/환불/잔액 이동/지불 등 모든 카드 거래 흐름을 제어하는 결제 프로세서. VAN의 ISO8583 메시지 게이트웨이.
주요 기능:
- VAN ISO8583 메시지 수신/검증
- TMS/CMS/IAS로 거래 라우팅
- TMS를 통한 크립토그램·DCVV 검증, 토큰 해제
- 토큰 해제 PAN을 IAS로 송신
- 오프라인 충전/환불 및 온/오프라인 지불 결과 푸시
도메인: 결제 프로세서, ISO8583, VAN, 토큰 해제, 푸시
연계: VAN, TMS, CMS, IAS, ITA(TMS), TSP, KNOTIFY","Purpose: Payment Processor controlling all card-related tx flow (charge/refund/balance/payment). Acts as ISO8583 gateway from VAN.
Functions:
- Receive/validate ISO8583 from VAN
- Route to TMS/CMS/IAS
- Cryptogram/DCVV validation and de-tokenization via TMS
- Send de-tokenized PAN to IAS
- Push notification for offline charge/refund and on/off-line pay result
Domain: payment processor, ISO8583, VAN, de-tokenization, push
Related: VAN, TMS, CMS, IAS, ITA(TMS), TSP, KNOTIFY",거래,결제,결제 라우팅
PRM,Personal Information Access Record Management System,"목적: 개인정보 접근기록 관리 시스템. 플랫폼/고객센터/비즈포탈에서 사용자 정보 조회 시 접근 이력 기록.
주요 기능:
- 관리자 조회 시 접근 이력 기록
- 이력: 누가/언제/어떤 화면/누구를
도메인: 개인정보, 접근기록, 감사 로그, 컴플라이언스","Purpose: Privacy access-record management system; logs each operator access (who, when, which screen, whose data).
Functions:
- Log every operator access
- Capture who/when/where/what data accessed
Domain: PII, access log, audit, compliance",운영,모니터링/도구,개인정보 접근
PRS,Personalized Recommendation System,"목적: 개인 맞춤형 추천 시스템. 사용자 활동 이력과 그룹 분석 기반으로 자주 사용하는 서비스 추천.
주요 기능:
- 활동 이력 기반 자주 사용 서비스 분석
- 성별/연령/지역 그룹화
- 그룹별 선호 서비스 분석
- 사용자 맞춤 서비스 추천
도메인: 추천, 개인화, 그룹 분석, 활동 이력","Purpose: Personalized Recommendation System; recommends frequently-used services based on activity and group preference analysis.
Functions:
- Analyze frequently-used services from activity
- Group users by gender/age/region
- Analyze preferred services per group
- Recommend personalized services
Domain: recommendation, personalization, group analysis, activity",운영,광고/추천,추천
QRS,Query Running Service,"목적: 쿼리 실행 서비스. 복잡한 쿼리식 기반 서비스를 빠르게 제공. 현재 타겟 푸시 서비스에 사용.
주요 기능:
- 쿼리 정책 저장/수정 (POST/PUT /query)
- 쿼리 정책 조회 (GET /query/{id})
- 쿼리 실행 (POST /query/{id}/run)
도메인: 쿼리 실행, 정책, 타겟 푸시, REST API
연계: KNOTIFY","Purpose: Query Running Service for fast delivery of complex-query-based services; currently used for targeted push.
Functions:
- Store/update query policy (POST/PUT /query)
- Read query policy (GET /query/{id})
- Run query (POST /query/{id}/run)
Domain: query, policy, targeted push, REST API
Related: KNOTIFY",플랫폼,인프라/공통,쿼리
RDMT,Rundeck Monitoring,"목적: Rundeck 모니터링 컴포넌트(API 서버). 런덱 구동 상태/스케쥴 진행 API 제공.
주요 기능:
- Rundeck 구동 상태 API
- 스케쥴 진행 상태 API
도메인: Rundeck, 모니터링, 스케쥴, 운영 API","Purpose: Rundeck monitoring component (API server); exposes Rundeck run-state and schedule status.
Functions:
- Rundeck run-state API
- Schedule progress API
Domain: Rundeck, monitoring, schedule, ops API",운영,모니터링/도구,런덱 모니터링
RDS,Realtime Dispatcher Service,"목적: 택시 실시간 위치 트래킹 및 요청 전송 컴포넌트.
주요 기능:
- 택시 실시간 위치 트래킹
- 요청 전송
도메인: 택시, 실시간, 위치 트래킹
연계: MAS, MAS-S","Purpose: Realtime taxi-position tracking and request dispatcher.
Functions:
- Track taxi positions in realtime
- Send requests
Domain: taxi, realtime, position tracking
Related: MAS, MAS-S",모빌리티,택시 거래/관제,택시 관제
RFS,Request For Subsidy,"목적: 보조금 24 (내게 맞는 정책수당 찾기) 서비스 컴포넌트.
주요 기능:
- 내게 맞는 정책수당 검색 서비스 제공
도메인: 보조금24, 정책수당, 검색","Purpose: Request For Subsidy; service that helps users find suitable policy subsidies.
Functions:
- Provide subsidy-search service for users
Domain: Subsidy 24, subsidy, search",정책·지원금,정책수당,보조금
RFSP,Recommendation For Subsidy Portal,"목적: 보조금 24 포탈. 공무원 지원용으로 만들었으나 내부/지자체 사용 안 함.
주요 기능:
- 보조금 24 운영 포탈
도메인: 보조금24, 포탈, 정책수당
상태: 종료된 컴포넌트","Purpose: 'Subsidy 24' portal for public officials; built but unused internally or by local govs.
Functions:
- Subsidy 24 ops portal
Domain: Subsidy 24, portal, subsidy
Status: deprecated / unused",정책·지원금,정책수당,보조금
RPG,Remote Payment Gateway,"목적: 코나플랫폼 온라인 PG. 모바일/웹 온라인 결제 기능을 제공해 외부 가맹점 온라인 결제 관리. 비대칭/대칭 키 암호화 모두 지원, RPG-KM과 통신.
주요 기능:
- 온라인 거래 데이터 준비/검증/취소
- 외부 가맹점 암호화 통신(비대칭/대칭)
- 가맹점 주문 정보 저장
- VVAN과 통신해 거래 진행
도메인: 온라인 PG, 가맹점 결제, 암호화, RPG
연계: RPG-KM, VVAN","Purpose: KonaPlatform online PG; provides mobile/web online payment for external merchants. Supports both asymmetric and symmetric encryption; talks to RPG-KM.
Functions:
- Prepare/validate/cancel online tx data
- Encrypted comms with merchants (asym/sym)
- Store merchant order info
- Talk to VVAN to execute tx
Domain: online PG, merchant payment, encryption, RPG
Related: RPG-KM, VVAN",거래,결제,온라인 PG
RPG-KM,Remote Payment Gateway Key Management,"목적: RPG 키 관리 컴포넌트. 외부 가맹점/RPG 요청에 의해 온라인 거래용 키를 생성·주기 관리.
주요 기능:
- 온라인 거래용 키 생성
- 키 라이프사이클 관리
도메인: RPG, 키 관리, 키 생성, 라이프사이클
연계: RPG","Purpose: RPG key management; produces, stores, and manages key lifecycle required by merchants/RPG.
Functions:
- Generate keys for online tx
- Manage key lifecycle
Domain: RPG, key management, key generation, lifecycle
Related: RPG",플랫폼,보안,키 관리
RS,Refund Service,"목적: 환불 서비스. 카드 잔액 계좌 환불, 콜센터 환불, 잔액모으기/전환, 환불 계좌 관리 등 제공.
주요 기능:
- 카드 잔액 계좌 환불
- 콜센터 환불
- 잔액 모으기(코나머니 이동)
- 잔액 전환(개인 카드 간 이동)
- 환불 가능 여부/금액 조회
- 환불계좌 성명 인증/등록/변경/삭제
도메인: 환불, 잔액 이동, 환불 계좌 인증, 콜센터
연계: IAS, CS","Purpose: Refund service; account refund of card balance, call-center refund, balance collection/transfer, refund-account management.
Functions:
- Refund card balance to account
- Call-center refund
- Collect balance (move to KonaMoney)
- Transfer balance between user's cards
- Inquire refundability and amount
- Refund-account name auth, register/update/delete
Domain: refund, balance transfer, refund account, call center
Related: IAS, CS",거래,환불,환불
SAS,Statistics Analysis System,"목적: 통계 컴포넌트. 코나카드 거래 데이터를 가공해 도표/그래프로 시각화. 인입경로/성별/연령/주 사용시간 등 기반 프로모션·운영 의사결정에 활용.
주요 기능:
- 거래 데이터 누적/일별 시각화
- 고객 속성 통계 산출
- 마케팅·운영 의사결정 자료 제공
도메인: 통계, 시각화, 거래, 마케팅, 운영","Purpose: Statistics analysis component; visualizes accumulated and daily transactions and customer-attribute info to drive marketing and operations.
Functions:
- Visualize accumulated/daily tx
- Compute customer-attribute stats
- Feed marketing/ops decisions
Domain: stats, visualization, transaction, marketing, ops",운영,통계,통계
SCC,Spring Cloud Config,"목적: OpenAPI 관련 컴포넌트 설정 정보 통합 관리. TGS 설정 변경 시 무중단으로 API를 통해 실시간 반영.
주요 기능:
- TGS 설정 정보 통합 관리
- 무중단 실시간 반영 API
- 필요 시 통합 관리 설정 추가
도메인: Spring Cloud Config, 설정 관리, OpenAPI, 무중단","Purpose: Spring Cloud Config component; centrally manages OpenAPI-related configs (e.g., TGS) and applies changes live without restart.
Functions:
- Manage TGS configs centrally
- Apply changes live via API without restart
- Add new components' configs as needed
Domain: Spring Cloud Config, configuration, OpenAPI, live reload",플랫폼,인프라/공통,설정
SDTS,Secure Document Transfer System,"목적: 솔리데오 PINO 전자문서지갑 서비스 제공.
주요 기능:
- 전자문서지갑 서비스 제공
도메인: 전자문서, PINO, 솔리데오","Purpose: Provides Solideo PINO secure-document wallet service.
Functions:
- Provide secure-document wallet service
Domain: secure document, PINO, Solideo",플랫폼,외부 연계,전자문서
SMS-CORE,Sms Core,"목적: 문자 발송 중계 서비스. 문자 발송 요청을 SMS Agent(BGF Networks, IMC 휴머스온)로 전달.
주요 기능:
- 문자 발송 요청 수신
- BGF/IMC SMS Agent로 요청 전달
도메인: SMS, 문자 발송, 중계, BGF, IMC
연계: BIG_AGENT, imc_agent","Purpose: SMS-core; relays SMS-send requests to SMS Agents in use (BGF Networks, IMC Humuson).
Functions:
- Receive SMS-send requests
- Forward to BGF / IMC SMS Agents
Domain: SMS, message sending, relay, BGF, IMC
Related: BIG_AGENT, imc_agent",플랫폼,알림,SMS 코어
SPS,Secure Phonenumber Service,"목적: 안심번호 제공 서비스.
주요 기능:
- 안심번호 발급/관리
도메인: 안심번호, Secure Phone","Purpose: Secure phone-number service.
Functions:
- Issue and manage secure phone numbers
Domain: secure phone, anonymized number",회원·인증,인증,안심번호
STT,Speech To Text,"목적: 음성파일을 텍스트로 변환하는 기능 제공.
주요 기능:
- 음성→텍스트 변환
도메인: STT, 음성 인식, 변환
연계: VAS, AICC","Purpose: Speech-to-Text conversion service.
Functions:
- Convert voice files to text
Domain: STT, speech recognition, conversion
Related: VAS, AICC",운영,고객센터,음성
SYSTEM PORTAL,System Portal,"목적: 코나카드 발급용 전문 생성 및 코나카드시스템 운영 마스터 데이터 관리. Processing실 사용.
주요 기능:
- 코나카드 발급 전문 생성
- 운영용 마스터 데이터 관리(시스템 디폴트 정보 등)
도메인: 운영 포탈, 마스터 데이터, 발급 전문, Processing실","Purpose: System portal that creates communications for KonaCard issuance and registers master data for ops (default info, etc.). Used by Processing team.
Functions:
- Generate KonaCard issuance communications
- Register ops master data (defaults, etc.)
Domain: ops portal, master data, issuance, Processing team",운영,운영 포탈,시스템 포탈
TBOS,Total Back Office Service,"목적: 차세대 포탈 서비스. 내부에서 사용(통계/집계/정산 포함).
주요 기능:
- 차세대 포탈(Platform Portal) 제공
도메인: 차세대 포탈, 내부, 통계, 정산
연계: TBOSB, TBOST, TBOS_A, TBOS_AB, TBOS_AM","Purpose: Total BackOffice Service; next-generation portal (internal; includes stats/aggregation/settlement).
Functions:
- Provide next-generation Platform Portal
Domain: next-gen portal, internal, stats, settlement
Related: TBOSB, TBOST, TBOS_A, TBOS_AB, TBOS_AM",운영,운영 포탈,통합 백오피스
TBOSB,Total Back Office Service Batch,"목적: 차세대 포탈 서비스 제공을 위한 배치 서비스(UI 없음, 백엔드).
주요 기능:
- 차세대 포탈용 배치 작업 수행
도메인: 차세대 포탈, 배치, 백엔드
연계: TBOS","Purpose: Batch service supporting the next-generation portal (no UI, backend only).
Functions:
- Run batch jobs for next-gen portal
Domain: next-gen portal, batch, backend
Related: TBOS",운영,운영 포탈,통합 백오피스
TBOST,Total Back Office Service Third Party,"목적: 차세대 포탈 ThirdParty DB 데이터 제공 서비스. UI 없음, 백엔드(3rd Party 연결).
주요 기능:
- 3rd Party DB 데이터 제공
도메인: 차세대 포탈, 3rd Party, 백엔드
연계: TBOS","Purpose: Service providing third-party DB data for next-gen portal (no UI, backend).
Functions:
- Provide 3rd-party DB data
Domain: next-gen portal, 3rd party, backend
Related: TBOS",운영,운영 포탈,통합 백오피스
TBOS_A,Total Back Office Service Account,"목적: 차세대 포탈 통합계정 신청 서비스(회원가입+권한신청+개인정보수정).
주요 기능:
- 통합계정 회원가입
- 권한 신청
- 개인정보 수정
도메인: 통합계정, 회원가입, 권한, 개인정보
연계: TBOS, TBOS_AB, TBOS_AM","Purpose: Total BackOffice integrated-account application service (signup + permission request + profile edit).
Functions:
- Integrated-account signup
- Permission request
- Profile edit
Domain: integrated account, signup, permission, profile
Related: TBOS, TBOS_AB, TBOS_AM",운영,운영 포탈,통합계정
TBOS_AB,Total Back Office Service Account Api,"목적: 차세대 포탈 통합계정 인증 서비스(API).
주요 기능:
- 통합계정 인증 API 제공
도메인: 통합계정, 인증, API
연계: TBOS_A","Purpose: Total BackOffice integrated-account authentication service (API).
Functions:
- Integrated-account auth API
Domain: integrated account, auth, API
Related: TBOS_A",운영,운영 포탈,통합계정
TBOS_AM,Total Back Office Service Account Management,"목적: 차세대 포탈 통합계정 관리 서비스(관리자용 API).
주요 기능:
- 통합계정 관리(관리자용)
도메인: 통합계정, 관리, 관리자, API
연계: TBOS_A","Purpose: Total BackOffice integrated-account management service (admin API).
Functions:
- Manage integrated accounts (admin)
Domain: integrated account, management, admin, API
Related: TBOS_A",운영,운영 포탈,통합계정
TCS,Transaction Compare System,"목적: VAN과 거래 대사(對使) 파일 송수신 및 검증 컴포넌트. 정산 대상 거래의 유효성을 한 번 더 확인.
주요 기능:
- VAN 별 전문 양식 파일 파싱
- 집계 및 집계 파일 검증
- VAN으로 대사 파일 전송
- 거래 유효성 검증으로 정산 신뢰도 향상
도메인: VAN, 대사 파일, 정산, 거래 유효성
연계: VAN, CLR","Purpose: Transaction-compare system; sends/receives reconciliation files with VANs and re-verifies tx validity for clearing.
Functions:
- Parse per-VAN specialized files
- Aggregate and verify aggregation files
- Send reconciliation files to VAN
- Boost data trust for clearing
Domain: VAN, reconciliation, settlement, validity
Related: VAN, CLR",거래,정산,거래 대사
TDIS,Business Portal Total Disaster,"목적: 신규 긴급재난 지원금 신청 사이트. 지자체 공무원·내부·신청자 모두 사용.
주요 기능:
- 긴급재난 지원금 신청 처리
도메인: 재난지원금, 포탈, 통합","Purpose: New emergency disaster-relief application site (used by local-gov officials, internal, and applicants).
Functions:
- Process new emergency disaster-relief applications
Domain: disaster relief, portal, integrated",정책·지원금,재난지원금,신청 사이트
TGS,Tall Gate Service,"목적: Open API용 인증/인가 및 API Gateway 서비스(Tall Gate Service).
주요 기능:
- OpenAPI 인증/인가
- OpenAPI 게이트웨이
도메인: OpenAPI, 인증, 인가, 게이트웨이
연계: SCC, OAGW, OCGW","Purpose: Tall Gate Service; authentication/authorization and API gateway for Open API.
Functions:
- OpenAPI authentication/authorization
- OpenAPI gateway
Domain: OpenAPI, auth, authorization, gateway
Related: SCC, OAGW, OCGW",플랫폼,OpenAPI,OpenAPI 게이트웨이
TSP,Token Service Provider,"목적: 토큰 서비스 제공자(TSP). 카드 번호 토큰화/해제/재토큰화/대량 토큰화 및 BIN 관리.
주요 기능:
- 새 토큰 발급 / 토큰 해제 / 재토큰화
- 대량 토큰화
- PAN BIN 생성·관리, 토큰 BIN 관리
- PAN BIN ↔ 토큰 BIN 매핑
도메인: 토큰화, BIN, PAN, 토큰 관리
연계: ITA(TMS), DCP, IAS","Purpose: Token Service Provider; tokenizes/de-tokenizes/re-tokenizes/bulk-tokenizes card numbers and manages BINs.
Functions:
- Issue new token / detokenize / retokenize
- Bulk tokenization
- Manage PAN BIN and token BIN
- Map PAN BIN ↔ token BIN
Domain: tokenization, BIN, PAN, token mgmt
Related: ITA(TMS), DCP, IAS",거래,결제,토큰화
TSS,Transfer(Take-over) Support Service,"목적: 타사 서비스로부터 회원/잔액/체크카드/거래내역을 이관 지원하는 서비스.
주요 기능:
- 회원 정보 이관
- 잔액 정보 이관
- 체크 카드 연동 정보 이관
- 거래 내역 정보 이관
도메인: 이관, 회원, 잔액, 체크카드, 거래내역","Purpose: Take-over support service; migrates user, balance, debit-card, and tx data from another company's service.
Functions:
- Transfer user info
- Transfer balance info
- Transfer debit-card info
- Transfer transaction info
Domain: take-over, user, balance, debit card, tx history",회원·인증,회원,회원 이관
TTS,Taxi Transaction System,"목적: 택시 거래 시스템. 앱미터기 전문 연동 후 VAN을 통해 신용카드 거래 중계, 거래 수집, 정산파일 제공.
주요 기능:
- 앱미터기 전문 연동
- VAN을 통한 신용카드 거래 중계
- 거래 수집
- 정산파일 제공
도메인: 택시, 앱미터, VAN, 신용카드 결제, 정산
연계: VAN, AMM","Purpose: Taxi transaction system; relays credit-card transactions through VANs after AppMeter integration, collects them, and provides settlement files.
Functions:
- Integrate with AppMeter terminals
- Relay credit-card txs via VAN
- Collect relayed transactions
- Provide settlement files
Domain: taxi, AppMeter, VAN, credit-card pay, settlement
Related: VAN, AMM",모빌리티,모빌리티 정산,택시 거래
UIS,User Identification Service,"목적: 코나카드 사용자의 신분증 진위 확인을 검증.
주요 기능:
- 사용자 신분증 진위 확인
도메인: 신분증, 진위 확인, UIS","Purpose: Verifies authenticity of the KonaCard user's ID.
Functions:
- Verify user-ID authenticity
Domain: ID, authenticity, UIS",회원·인증,인증,신분증 인증
USER PORTAL,User Portal,"목적: 코나카드 서비스 홈페이지(konacard.co.kr). 상품/가맹점 정보 조회.
주요 기능:
- 상품/가맹점 정보 조회
- 지역화폐 홈페이지
도메인: 홈페이지, 상품 조회, 가맹점, 지역화폐","Purpose: KonaCard service homepage (konacard.co.kr); inquire products and merchants.
Functions:
- Inquire products/merchants
- Local-currency homepage
Domain: homepage, product inquiry, merchant, local currency",운영,운영 포탈,사용자 포탈
USERSITE,User Site,"목적: 앱이 없는 사용자가 회원가입/카드배송/이용내역확인 등을 수행하는 사용자 사이트. 거래 내역 실시간 조회 등 제공.
주요 기능:
- 회원가입
- 카드 배송 신청
- 이용내역(거래내역) 실시간 조회
도메인: 사용자 사이트, 회원가입, 카드 배송, 거래 조회","Purpose: Site for users without the app to sign up, request card delivery, and view usage/tx history in real time.
Functions:
- User signup
- Card delivery request
- Realtime usage/tx history
Domain: user site, signup, card delivery, tx inquiry",회원·인증,회원,사용자 사이트
VAM,Virtual Account Management,"목적: 가상 계좌 매핑 및 관리 서비스.
주요 기능:
- 가상 계좌 매핑/관리
도메인: 가상 계좌, VAM","Purpose: Virtual Account Management service.
Functions:
- Map and manage virtual accounts
Domain: virtual account, VAM",부가서비스,송금·기부·선물,가상계좌
VAS,Voice Assistant Service,"목적: 음성 비서 서비스(STT/TTS).
주요 기능:
- 음성→텍스트(STT)
- 텍스트→음성(TTS)
도메인: 음성, STT, TTS, 비서
연계: STT, AICC","Purpose: Voice Assistant Service (STT + TTS).
Functions:
- Speech-to-Text
- Text-to-Speech
Domain: voice, STT, TTS, assistant
Related: STT, AICC",운영,고객센터,음성
VCC,Visible Chatbot Core,"목적: 보이는 챗봇 코어 서비스. VCF 메시지를 인덱스 기반으로 가이드, AI 코어 서비스로 전달. 인덱스(기획자 정의) 관리.
주요 기능:
- VCF로부터 메시지 수신 후 인덱스 기반 가이드
- AI 코어 서비스로 메시지 전달
- 기획자 정의 인덱스 관리
도메인: 보이는 챗봇, 코어, AI, 인덱스 관리
연계: VCF","Purpose: Visible Chatbot Core; receives messages from VCF, guides via indexes, forwards to AI core, manages PM-defined indexes.
Functions:
- Receive VCF messages and guide via indexes
- Forward messages to AI core service
- Manage indexes defined by PMs
Domain: visible chatbot, core, AI, index mgmt
Related: VCF",운영,고객센터,AI 챗봇 코어
VCF,Visible Chatbot Front,"목적: 보이는 챗봇 프론트(웹UI). 사용자 메시지를 인덱스 기반으로 가이드 후 AI 코어로 전달.
주요 기능:
- 사용자에게 챗봇 UI 제공
- 사용자 메시지 → AI 코어 전달
- 고객센터용 챗봇 UI
도메인: 보이는 챗봇, 프론트, UI, 고객센터
연계: VCC","Purpose: Visible Chatbot Front (web UI); guides user messages by indexes and sends to AI core; AI chatbot UI for customer center.
Functions:
- Provide chatbot UI to users
- Forward user messages to AI core
- Used as CRM AI chatbot UI
Domain: visible chatbot, front, UI, customer center
Related: VCC",운영,고객센터,AI 챗봇 UI
VVAN,Virtual Value Addition Network,"목적: 가맹점/단말기 검증 및 VAN사 역할 대행. 단말기 개통/정보 수정, 단말기·가맹점 검증, 온/오프라인 결제 거래 검증(ISO8583, 결제 로직).
주요 기능:
- van사 역할 대행
- 단말기 개통 및 정보 수정
- 단말기 및 가맹점 검증
- 온/오프라인 결제 거래 검증
- ISO8583 형식 검증
- 거래 검증 및 결제 로직 수행 (코나샵/캐시비)
도메인: VAN, 가맹점 검증, 단말기, ISO8583, 결제 검증, 코나샵, 캐시비
연계: RPG, IAS, PP","Purpose: Acts as virtual VAN; verifies merchants/terminals and online/offline payment transactions (ISO8583, payment logic).
Functions:
- Act as VAN proxy
- Open and edit terminal info
- Verify terminals and merchants
- Verify online/offline payment txs
- ISO8583 format validation
- Run tx verification + payment logic (KonaShop/Cashbee)
Domain: VAN, merchant verify, terminal, ISO8583, payment verify, KonaShop, Cashbee
Related: RPG, IAS, PP",거래,거래 인프라,VAN/단말기 검증
YBAT,Konays Batch Service,"목적: KonaYs 배치 서비스.
주요 기능:
- KonaYs 프로젝트 배치 작업
도메인: KonaYs, 배치","Purpose: KonaYs batch service.
Functions:
- Run KonaYs batch jobs
Domain: KonaYs, batch",운영,모니터링/도구,KonaYs
YSTORE,Konays Store Service,"목적: KonaYs 데이터 수집 저장 서비스.
주요 기능:
- KonaYs 프로젝트용 데이터 수집
도메인: KonaYs, 데이터 수집, 저장","Purpose: KonaYs data-collection store service.
Functions:
- Collect data for the KonaYs project
Domain: KonaYs, data collection, store",운영,모니터링/도구,KonaYs
